Episode,Reward,Loss,Acceptance_Ratio,Revenue_Cost_Ratio,CPU_Utilization,Bandwidth_Utilization,Inference_Latency_ms,Forecast_MAE
36,23751.577666819976,1.1335801468789577,96.0,2.5,93.38591549295775,1.9395359240902723,2448.232650756836,2.801694869995117
37,23563.840809067435,0.9179328113794327,98.0,2.4999999999999996,93.65757855822551,0.7871109855321504,2366.2705421447754,3.2500438690185547
38,23623.241031808964,1.2521263666450977,100.0,2.5,87.90064102564102,1.4250746645112842,2406.158447265625,1.7827720642089844
39,23877.778162780898,1.0764950314164161,100.0,2.4999999999999996,88.69380451800491,1.2929935944995383,2501.0108947753906,3.6102848052978516
40,24366.388200728565,1.1580032995343208,89.0,2.5,88.14084183966051,1.2875705104818567,2470.258951187134,3.435945510864258
41,25040.401314600782,1.292645137012005,100.0,2.4999999999999996,90.43323309945428,2.23548400066628,2123.0666637420654,3.167266845703125
42,22489.79507865811,0.9818766060471534,95.0,2.4999999999999996,83.28118015198928,1.302426234013076,2555.1459789276123,3.1279869079589844
43,20255.990803126486,1.1889406248927117,95.0,2.4999999999999996,87.00930338098479,1.219659045947945,2410.778760910034,3.6731033325195312
44,24696.385469544028,1.0222998189926147,97.0,2.5,94.04148046293113,1.564761915286265,2616.7778968811035,3.0685176849365234
45,20940.562372963905,1.06224641174078,87.0,2.5,81.0724106324473,1.5554443301634098,2697.1254348754883,2.716402053833008
46,26410.283037828325,1.1419963119924068,100.0,2.5,92.41588837627997,1.4843114655308594,2358.668327331543,2.9435081481933594
47,24408.13207471695,1.4227261324226856,100.0,2.5,95.48837741898546,1.1783198073664496,2522.9365825653076,2.647960662841797
48,23834.220136847136,1.2025054091215133,99.0,2.4999999999999996,90.49464326418966,1.1997054144155794,2562.340259552002,2.425382614135742
49,22933.382213938472,0.9547844994068145,100.0,2.5,91.72357911795346,0.8271954028230679,2512.955665588379,3.0015926361083984
50,25286.071894994067,1.0717904046177864,100.0,2.4999999999999996,96.112752898386,0.522420790237782,2452.7862071990967,2.7638587951660156
51,22382.019350945007,0.7574430947005749,100.0,2.5,86.46405741841427,1.3833488421713953,2564.119815826416,2.951902389526367
52,23222.58848420203,1.373406516611576,97.0,2.5,93.74299170217537,1.3924125317127853,2551.1837005615234,2.983531951904297
53,28188.28148161849,1.2889681568741798,100.0,2.5,96.25730994152046,1.19719452608045,2433.5577487945557,2.4826278686523438
54,25092.53379356121,0.9178263986110687,96.0,2.4999999999999996,93.55318905301729,2.1801237227412535,2384.378433227539,2.978008270263672
55,24042.584969475,0.8753867182135582,100.0,2.5,94.50171821305841,0.9491897306256781,2440.3042793273926,3.2767276763916016
56,22987.297846141555,0.8200714403390884,100.0,2.5,87.73405090256755,1.3996587868102273,2494.8980808258057,3.0494136810302734
57,24542.850577914684,1.0468318212032317,94.0,2.5,91.53932584269663,1.3788691445185095,2569.178342819214,3.5839900970458984
58,23531.235098864785,1.3426976123452186,93.0,2.5,85.52720704447957,2.615244893591175,2535.4857444763184,2.972078323364258
59,24151.322727942064,1.0279068975150585,93.0,2.5,87.53246753246754,1.6080477502932389,2481.11629486084,3.159120559692383
60,15678.599863764965,0.7866203470528126,65.0,2.4999999999999996,66.89812179852021,0.7099843006771798,2452.124834060669,3.1693267822265625
61,12863.59882390211,1.009935737401247,63.0,2.4999999999999996,58.679541881877384,1.423239926624075,2392.7054405212402,3.2692508697509766
62,22495.446106857824,1.1107979282736777,98.0,2.5,90.54444444444445,1.8721866856195215,2547.436237335205,3.2992076873779297
63,22325.89010642475,1.0017881989479065,89.0,2.4999999999999996,85.50126175728377,1.6082359803160977,2621.2894916534424,3.2797164916992188
64,22678.203933600147,0.8891035011410713,87.0,2.5,85.19575390937108,1.6398988442512035,2463.1567001342773,3.036558151245117
65,25358.51525783864,0.925241291821003,100.0,2.4999999999999996,97.91452991452991,1.9809873597281709,2528.7773609161377,3.0431060791015625
66,23889.869496306776,0.7559431503713131,100.0,2.4999999999999996,92.84409952065738,0.8801199846531258,2443.814277648926,3.2889881134033203
67,23065.83993253154,1.0718238896131516,100.0,2.5,92.3474663908997,2.415323849138383,2498.821973800659,2.804889678955078
68,27308.896924254906,1.1396888014674187,100.0,2.4999999999999996,94.696802646086,1.9441492502066358,2466.8376445770264,3.3133316040039062
69,26973.317765131047,0.9044412925839425,100.0,2.4999999999999996,97.97220323536114,0.8284102890231453,2349.576234817505,3.1660118103027344
70,22635.829204699665,1.0726996417343617,98.0,2.5,85.53181869560304,1.3536269430051813,2366.182565689087,2.1472549438476562
71,25015.174551086697,0.8735182023048401,99.0,2.5,93.41045707156628,1.3714847838395854,2415.4694080352783,2.1866531372070312
72,27386.82148516604,0.7664764092862606,100.0,2.5,92.01761318730948,1.4798468604657897,2368.670701980591,2.9085559844970703
73,23994.862545136482,0.9129613828659058,100.0,2.5,88.90127033652774,2.33649433725436,2453.0019760131836,3.1407642364501953
74,23970.584724922606,0.7105677795410156,100.0,2.5,92.38497545381892,1.0448630802097494,2479.659080505371,2.9606361389160156
75,24204.631332578283,0.9640707695484161,100.0,2.5,94.8572091943348,1.2623636531706415,2472.5539684295654,2.7101287841796875
76,25391.594035378293,0.8434570424258709,100.0,2.5,95.3553441522104,1.3210002422303215,2380.9337615966797,3.1028499603271484
77,24667.089443691664,0.8987167116999626,100.0,2.5,90.65054691997697,1.0623881146375331,2545.0429916381836,2.6841564178466797
78,20703.789498131613,1.1640807835757732,90.0,2.5,85.33574906579096,1.8168722326757827,2505.9449672698975,2.912395477294922
79,24691.446540042325,0.9724712353944779,100.0,2.5,91.36509390746679,1.3584339373306158,2317.692995071411,3.008312225341797
80,23826.035709034713,0.9224165825545788,100.0,2.5,90.81069140711287,1.7333740341048522,2303.8811683654785,3.4961929321289062
81,23647.525169306326,0.7875365173816681,97.0,2.5,90.466297322253,1.863908464990855,2488.52276802063,3.1443119049072266
82,24249.997609084476,1.1321813841164112,97.0,2.5,90.5885020977435,1.4562810444820602,2585.846424102783,3.123931884765625
83,25317.88890637315,0.8225672420859337,100.0,2.4999999999999996,93.07692307692308,0.8281157576366336,2414.844751358032,3.5845165252685547
84,22012.70882477388,1.300384161621332,92.0,2.5,85.21351906828043,1.6895743693458845,2416.9890880584717,3.397825241088867
85,25327.334654461436,1.0461132274568081,100.0,2.5,93.6335581209281,1.4054893426503674,2484.1036796569824,2.9938735961914062
86,23616.765057301283,0.9739922907948494,98.0,2.4999999999999996,88.40090090090091,1.138290416657247,2446.0666179656982,2.115497589111328
87,24669.439986762147,1.0122088214755058,99.0,2.4999999999999996,91.93530270695271,1.6715320187927958,2659.0352058410645,3.2778759002685547
88,20405.99551262781,0.9027004167437553,86.0,2.5,80.0904465799887,1.2062620989541852,2574.167013168335,2.419828414916992
89,26865.78550819111,0.7410595262050629,100.0,2.5,97.4107846448272,2.0185253377899897,2369.3249225616455,3.352132797241211
90,24032.473365798665,1.336677833199501,89.0,2.5,86.11611161116112,2.0388879433290095,2583.340883255005,3.186338424682617
91,23858.61393127734,0.5795559531450272,97.0,2.5,94.72042513863215,1.4242303839546036,2421.0352897644043,2.917041778564453
92,22082.253872432473,1.011282926797867,88.0,2.5,84.36541302124758,1.021149918654159,2571.0713863372803,3.3182201385498047
93,26315.417669555012,0.7869351495802402,99.0,2.5,92.2312350051411,0.9111591335435423,2397.2043991088867,3.0746097564697266
94,20749.97043071276,1.1508088672161103,93.0,2.5,83.93116549335122,1.3188622404894796,2528.7344455718994,3.4199600219726562
95,23674.68173596492,1.0807618501782417,98.0,2.5,89.22620406299932,1.6824851536806562,2431.9071769714355,3.199420928955078
96,26509.682546927954,0.8824534855782986,99.0,2.4999999999999996,96.90127865453289,1.1835525205069541,2564.2147064208984,3.628355026245117
97,23345.62990641341,0.9483018442988396,100.0,2.5,91.04026845637584,1.4746969492136452,2511.2030506134033,3.238140106201172
98,22711.30721886049,0.8794445040822029,98.0,2.5,88.26372109078356,2.4837870284739414,2414.545774459839,2.920511245727539
99,23277.65077258496,0.9359109225869179,100.0,2.4999999999999996,89.31774321716426,1.91874637260592,2498.354911804199,3.904773712158203
100,27161.135417427893,0.7550851179659367,99.0,2.5,96.7044053357247,0.920068683546711,2411.19384765625,2.9751205444335938
101,24473.245895409884,1.0209985995292663,99.0,2.4999999999999996,92.32528880247055,0.8547058174575985,2349.952220916748,3.439687728881836
102,23533.534590663716,0.7248506316542626,92.0,2.5,87.66204230156926,0.8069991085818187,2384.108066558838,2.7217655181884766
103,22085.77102976808,0.8611819779872895,100.0,2.5,90.05264926627086,2.18316437740027,2369.7118759155273,2.3409976959228516
104,23952.225443274852,0.8843297202885151,95.0,2.5,92.99377736805715,2.1338743255300168,2463.642120361328,1.8006172180175781
105,21087.219645607718,0.9127858904004097,92.0,2.5,86.13793103448276,1.290642553142409,2520.796537399292,2.585674285888672
106,20098.312782742247,0.9679995009303093,82.0,2.5,83.6397271360851,0.7519185996378374,2519.0176963806152,3.4559326171875
107,14931.20415303739,1.025905095487833,73.0,2.5,71.31469630627596,1.671048951048951,2422.011613845825,2.961488723754883
108,26121.283502266084,1.1930585983395576,99.0,2.4999999999999996,94.67455621301775,1.4832671091862215,2534.4972610473633,2.903562545776367
109,20298.431802163657,1.2362273770570755,93.0,2.4999999999999996,80.92609283461019,1.5795259167394797,2558.662176132202,2.508646011352539
110,22378.675163703294,1.1534606477618217,96.0,2.4999999999999996,91.48257800045548,1.1424263511946184,2535.25447845459,2.489105224609375
111,24395.929542087768,0.6912494978308678,97.0,2.5,90.50475328202808,1.6346455017699797,2418.0614948272705,3.278196334838867
112,19677.515449980532,0.7278583329916001,91.0,2.5,80.57136353289323,1.3496716631382988,2473.9954471588135,2.6347599029541016
113,24647.217247047134,1.136220337897539,100.0,2.4999999999999996,93.82099045888232,1.3271166202308524,2514.678955078125,2.4906673431396484
114,22749.968947836987,1.3115321750938893,89.0,2.5,86.90570747758993,1.380250347705146,2558.2828521728516,3.3877010345458984
115,23061.219924103993,1.0067160665988921,96.0,2.5,84.81971289702724,1.9206783307205548,2498.1348514556885,2.455354690551758
116,20706.899165295465,0.7118097800016403,100.0,2.4999999999999996,88.12703400291774,0.9673882788668549,2427.8345108032227,1.6181831359863281
117,22819.478917308777,0.9604096636176109,93.0,2.5,86.13562470970739,1.550744046763727,2390.7573223114014,3.3346214294433594
118,24576.42888386945,0.9783635595440865,99.0,2.5,91.19266055045871,2.1510089269367128,2495.182991027832,2.7833385467529297
119,27100.257193900117,0.9936335015296937,100.0,2.4999999999999996,94.97264021887824,2.0355144790701494,2500.9684562683105,3.8745670318603516
120,24897.09510060699,1.2870581164956092,100.0,2.5,90.63168562098862,1.1792580119383007,2444.8494911193848,2.6266212463378906
121,24732.504408711222,0.9698266656696797,95.0,2.4999999999999996,88.77101907233947,1.1498303658312075,2629.120111465454,2.387094497680664
122,25849.027014921747,1.1301749868690967,99.0,2.5,91.50199885779554,1.1634342708137193,2424.4143962860107,3.529468536376953
123,21966.69324882169,1.14399936825037,98.0,2.5,85.09719222462203,1.370637112724379,2347.8000164031982,2.9145851135253906
124,24176.996228829903,0.8996221485733986,100.0,2.5,91.68869985055753,1.4913141340105038,2313.400983810425,2.9414939880371094
125,24670.105337389574,0.8307194963097573,98.0,2.4999999999999996,91.7095483133219,1.413712442940522,2608.5212230682373,3.4874210357666016
126,20794.87986145931,0.9902207499742508,84.0,2.5,82.16166704831693,0.9674149001368929,2525.437355041504,2.705078125
127,24755.50073494387,1.048653048723936,100.0,2.5,93.14605431868516,1.0656826733060167,2477.2465229034424,2.3935985565185547
128,18842.429093160128,0.9094083708524704,79.0,2.5,72.34493529674253,0.7939599125146058,2491.096019744873,2.461130142211914
129,24518.384331010177,0.9452557623386383,96.0,2.4999999999999996,89.2542372881356,1.4788663651449583,2412.693977355957,2.7175636291503906
130,19259.09448214366,0.9558325889706611,90.0,2.5,81.28062360801782,2.2913015513344783,2514.875888824463,3.0763587951660156
131,18373.6500296694,1.1700661191344262,85.0,2.5,76.16422947131608,0.9850088328110216,2471.2841510772705,3.2545833587646484
132,21678.423059753153,0.9468894028663635,97.0,2.5,93.3220338983051,1.4136985056485463,2539.320707321167,3.748788833618164
133,25217.633792239227,1.5781976142525673,100.0,2.4999999999999996,93.308806622212,1.9183429964841963,2589.5700454711914,3.2772865295410156
134,24673.499304582274,1.4010607396066188,100.0,2.5,95.36545999538852,2.183051633664802,2535.832166671753,3.5039901733398438
135,21020.447252809427,1.235981512963772,79.0,2.5,75.68729494286684,0.9157361574766893,2554.0616512298584,3.927509307861328
136,24490.67463438693,0.9075217886269092,99.0,2.5,95.22394881170018,2.2176659125188536,2588.460922241211,3.747037887573242
137,25008.098124606186,1.092332641929388,100.0,2.5,97.7374499175112,2.247026511047734,2418.7397956848145,2.1820030212402344
138,20950.40097550269,1.1752045676112175,91.0,2.5,83.04856115107914,1.9306765001203738,2462.273120880127,3.099010467529297
139,17374.403503852544,1.0658686643838882,79.0,2.4999999999999996,74.6335833814195,1.0466838489976327,2520.034074783325,2.447175979614258
140,21253.361762592915,1.3025527477264405,100.0,2.4999999999999996,86.8839336763865,1.496767748343217,2445.1372623443604,2.533895492553711
141,26116.2999380003,0.9759142655134201,100.0,2.4999999999999996,95.69487267328995,2.050736920734335,2468.311071395874,2.6292381286621094
142,22126.921203051043,0.5738815224170685,99.0,2.5,93.75362823638686,0.7408864411224758,2620.4757690429688,3.8116836547851562
143,21750.87755143103,1.0446667014062405,97.0,2.5,83.88614713646275,2.0692154375792717,2457.979202270508,2.9641246795654297
144,24685.462322256502,0.8592349541187286,100.0,2.5,90.95975922416676,0.8148111094436941,2532.4108600616455,3.1384849548339844
145,24363.75541084851,0.7459726394712924,96.0,2.4999999999999996,88.05087582282718,1.2496960580854204,2516.6096687316895,3.1634082794189453
146,24898.143366663026,0.794189273416996,99.0,2.5,98.08590634613194,1.7898447286392636,2661.7774963378906,3.1287307739257812
147,26016.1239674836,0.9452661992609501,100.0,2.5,96.96234696234696,1.9639122665599404,2424.5197772979736,3.0530261993408203
148,22621.352069423043,1.025551330447197,100.0,2.5,87.15984450034301,1.5807986045364042,2517.53306388855,2.8973541259765625
149,20397.3097400472,1.1718084356188774,86.0,2.5,78.40054682159945,1.2872598807683815,2380.6216716766357,3.103403091430664
150,23539.927722681845,0.8702699431777,96.0,2.5,88.5510849909584,1.3304980703372358,2496.5336322784424,2.9770584106445312
151,22862.744201752557,0.7297316725552082,90.0,2.5,85.43083268308995,1.2548072720916004,2487.666368484497,3.6404285430908203
152,16371.343987510336,0.7798653119802474,69.0,2.5,63.489736070381234,0.7378162831362371,2410.374402999878,4.078115463256836
153,22465.920407101854,0.9306867215037345,99.0,2.5,81.05661242264497,1.1639693802649516,2478.523015975952,4.168729782104492
154,23778.783003408073,1.238943030834198,94.0,2.4999999999999996,92.14341913004384,1.3368591156162772,2702.1002769470215,2.8856029510498047
155,21436.957174820716,0.9826045140624047,88.0,2.5,80.24107243438098,1.2074793939151274,2488.689184188843,2.3497962951660156
156,25199.047551869713,1.116291479319334,100.0,2.4999999999999996,90.0122344566789,1.3918937141986059,2549.0901470184326,3.3264217376708984
157,19363.514892352556,0.8202193480730057,78.0,2.5,72.1165610054499,1.1534246884849582,2401.113271713257,2.8836708068847656
158,21269.022590080876,0.7902420714497567,100.0,2.5,84.97883537352706,1.5133000133202834,2529.9718379974365,2.2294273376464844
159,26615.583083804046,0.957120324075222,100.0,2.4999999999999996,92.24385926089843,2.0582986989519334,2422.091007232666,2.0972843170166016
160,24835.5929073992,1.039288797080517,100.0,2.4999999999999996,94.35793274655833,1.3841659629824041,2642.4453258514404,3.367361068725586
161,24172.848250393003,1.1742889773845673,99.0,2.5,94.23960551384064,1.424148259498996,2412.132501602173,2.7473487854003906
162,20858.784328487625,1.2837483191490173,93.0,2.5,84.82223222322233,1.7141968446336309,2456.017255783081,1.8885250091552734
163,23190.548475653217,1.067084455192089,97.0,2.5,92.45636640506034,1.5535403996524761,2632.5337886810303,2.8811111450195312
164,23278.080158584256,0.8084458948671818,100.0,2.5,88.22721026110857,0.8608884936633587,2344.0630435943604,3.2378578186035156
165,24949.820887355818,1.0139078974723816,98.0,2.5,94.85497237569061,2.1232260498592446,2480.557680130005,2.806058883666992
166,26754.69807403984,1.071428094357252,100.0,2.4999999999999996,92.82241259550823,1.569610160321212,2480.5307388305664,2.603425979614258
167,23756.190324187337,0.871156312674284,99.0,2.5,86.71107598509653,0.6385877277629562,2522.630453109741,2.010873794555664
168,23424.95620629027,0.8367809374630452,100.0,2.5,93.41554474488063,1.5550183081400806,2514.2767429351807,3.637340545654297
169,23940.80660243574,0.6398638275265693,100.0,2.5,91.95102596077543,1.284007260821631,2556.856155395508,3.1297378540039062
170,21644.335675298717,1.4793582735955715,94.0,2.5,84.6888339698944,1.0236768802228413,2419.6927547454834,2.8541507720947266
171,24636.828815400626,1.3271241341531277,98.0,2.5,94.22900413033501,1.7101442899876826,2498.3818531036377,1.6444873809814453
172,25458.895190714145,1.299861049503088,100.0,2.5,95.00919963201471,1.614803872371856,2592.4854278564453,2.459228515625
173,25572.8864209115,0.8941293054819107,100.0,2.4999999999999996,96.51684101620876,1.1447499399306627,2505.1074028015137,2.865184783935547
174,23295.466666306205,0.8888156385719777,100.0,2.5,91.17815106844932,0.8816641410662626,2435.670852661133,3.6771793365478516
175,25504.27469791147,1.279148347824812,100.0,2.4999999999999996,92.20008952551477,1.5991545500998745,2485.3415489196777,3.4690799713134766
176,14179.732193808468,0.9927277174592019,60.0,2.5,57.40634005763688,0.6624891150306487,2428.091526031494,3.840597152709961
177,23455.921423823995,1.0105103749036788,100.0,2.4999999999999996,89.51400800457404,1.2252476623564337,2536.4584922790527,2.718812942504883
178,24595.10868663624,1.163053172826767,96.0,2.5,96.22446637594675,0.8602497786736006,2648.888349533081,4.042375564575195
179,24161.26271320584,1.019846733212471,95.0,2.5,92.99216228676809,1.5102969305311682,2468.5635566711426,2.55413818359375
180,19419.731650156933,1.2387826983630656,78.0,2.5,72.53023043577458,1.488392446394309,2496.1328506469727,2.1926002502441406
181,22159.518829137,0.9236911788582802,94.0,2.5,87.03661063780797,1.1005335044246765,2442.436695098877,2.9167232513427734
182,25129.884869259076,1.2558312571048738,95.0,2.5,92.277250113071,2.185380557648832,2573.066234588623,3.3543701171875
183,24057.37222854165,0.7950555089116097,97.0,2.5,87.34684785030073,1.2583495191624425,2462.2979164123535,2.8561229705810547
184,21817.43152794616,1.1150269213318824,90.0,2.5,85.6549815498155,1.5266435063084693,2470.741033554077,2.8344154357910156
185,21674.189467492575,0.8791336765885354,92.0,2.5,82.00377232885832,0.7647879612130632,2567.077159881592,2.356424331665039
186,24100.750181951607,0.9930905741453171,99.0,2.5,86.41266926784485,0.9406160429534537,2340.6972885131836,3.0547351837158203
187,22432.133294249317,1.1736415170133114,88.0,2.4999999999999996,80.80555239503924,1.240630067701659,2178.750991821289,2.974292755126953
188,28360.255669281447,1.087454617023468,100.0,2.4999999999999996,98.41667615901584,1.4377976620002886,2389.636278152466,3.7158355712890625
189,18987.286691195157,0.8802074268460274,81.0,2.4999999999999996,72.22916903489826,1.881233534060971,2493.663549423218,3.465089797973633
190,22754.192334707284,0.867976553440094,86.0,2.5,80.46410608139003,1.5565604547620986,2420.396566390991,3.4620800018310547
191,22995.248138757208,1.0564495238661766,97.0,2.4999999999999996,88.17204301075269,2.3652539783278095,2474.4036197662354,2.7568721771240234
192,18169.152323581362,1.0752960507571698,81.0,2.5,72.65732659623335,2.1956366299855254,2484.2288494110107,3.0057945251464844
193,13890.170139652066,0.8251524585485458,69.0,2.5,61.75669541534271,1.216994900599485,2480.8287620544434,2.8152809143066406
194,26679.943041189345,0.8032115641236305,98.0,2.5,90.98537249121216,2.1425189393939394,2618.156671524048,2.6561012268066406
195,23358.15846078986,0.939109051823616,98.0,2.5,88.58895705521472,1.5996191656056071,2604.2609214782715,4.1036834716796875
196,22298.521861685313,1.0078838908672332,95.0,2.5,86.86131386861314,2.016117756936172,2485.3906631469727,3.341062545776367
197,26154.190910485206,1.3862237972021103,99.0,2.4999999999999996,97.64421971960469,1.5235355501029417,2485.3568077087402,2.6706886291503906
198,19224.104413130608,0.9685065472126007,90.0,2.5,79.36289675719033,1.2661760089295058,2279.926538467407,2.462646484375
199,20435.606869695577,0.7887588591873645,90.0,2.5,79.88971415710105,0.9990775165627708,2230.3237915039062,2.8578243255615234
200,17600.69866703969,1.1053902837634086,79.0,2.5,72.83808647654094,1.9485730432325514,2572.345495223999,3.079042434692383
201,23310.80556982925,1.3552353557944299,100.0,2.5,89.67763675165673,1.6771182732973604,2494.4584369659424,3.2659950256347656
202,23950.487748891173,0.7765720365941524,100.0,2.5,92.94157763127984,1.2777902907714533,2336.474895477295,3.2249298095703125
203,24118.828440195757,1.0046177645027639,92.0,2.5,88.9017608897127,1.6153754171603745,2460.803747177124,2.7802886962890625
204,27570.7381188064,1.2265310402214527,100.0,2.4999999999999996,97.09637329115354,1.3416954569754942,2492.9275512695312,2.53460693359375
205,24381.930299936987,0.8010503301024436,98.0,2.4999999999999996,98.22678488100793,1.8025610156506513,2529.9737453460693,3.2725162506103516
206,25888.486784230743,1.1983046694099904,98.0,2.5,97.45036101083032,1.3744132052129407,2512.589931488037,2.7748947143554688
207,20170.043163728562,1.017270847260952,84.0,2.5,80.5230876056012,1.0100896545909333,2445.0089931488037,2.756734848022461
208,22923.382058672527,1.115902110338211,100.0,2.5,91.69807011533631,1.7336673426378784,2515.8865451812744,3.4188060760498047
209,16789.486605058675,0.6911688137054444,82.0,2.5,73.47948285553682,0.8734850236121661,2459.9695205688477,3.0439319610595703
210,20467.948911075327,1.1628657878935338,85.0,2.5,78.48203008382133,1.5874975020864923,2506.1213970184326,3.0341453552246094
211,18411.97783836161,0.7605097287893295,83.0,2.5,77.07137938948819,0.7151191672731894,2422.0292568206787,3.4387664794921875
212,23748.61747525354,1.133548438847065,100.0,2.5,91.44685149848468,2.1722618024561307,2587.688207626343,3.4894485473632812
213,22813.427593410317,1.108362170010805,94.0,2.4999999999999996,89.0348889895786,1.9986119183175999,2464.461088180542,3.1204891204833984
214,20762.71740108417,1.1618454179167748,88.0,2.5,82.81393217231897,0.7508185930797507,2576.4479637145996,2.6229629516601562
215,22227.466190704723,1.3505848628282546,96.0,2.5,87.49719919336769,1.5199431105355357,2355.553388595581,3.3071727752685547
216,22539.735999942546,0.7461391590535641,85.0,2.5,84.96005557485238,1.7294741760809214,2348.011016845703,2.935800552368164
217,20252.383824654415,0.9408082769811154,89.0,2.4999999999999996,89.58807464724624,1.5710107062732515,2406.9790840148926,3.591318130493164
218,23478.612717928772,0.9484141832590103,97.0,2.5,91.0873854009516,0.9742455327976893,2501.1093616485596,3.4567222595214844
219,23269.888422598102,1.009967441558838,100.0,2.5,93.40432840948128,1.6177782734775819,2440.772771835327,2.8868980407714844
220,25498.421694999637,1.4198824892938138,100.0,2.5,95.13810913990568,2.0575009428762074,2438.091278076172,2.7434558868408203
221,22617.909288433315,1.1655984629690648,98.0,2.5,86.37176050044683,1.1755835264203591,2536.5586280822754,2.631319046020508
222,22771.779443214313,1.2018816202878952,95.0,2.5,87.99593082400814,2.093857488279166,2527.8258323669434,2.278169631958008
